Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
Q8IVP5	Q8IVP5	FUND1_HUMAN	FUNDC1	FUN14 domain-containing protein 1		1722.59	1299.16					1296.75				885.976		1623.04					1649.2						1415.5	833.177	1506.63	829.862			800.585		861.731	896.715	808.299	2165.12		1213.82								849.84	1002.3		1063.86	
Q8IVS2	Q8IVS2	FABD_HUMAN	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	4885.91	4182.26	5519.03	3670.45	4910.45	3921.52	4381.76	8905.52	5591.84	6211.35	8898.99	4419.02	4423.57	5309.86	6284.9	4252.38	6800.04	3966.69	4818.97	3456.19	4765.72	3853.92	4215.69	4598.2	6778.17	5599.87	5561.14	5617.77	4039.23	4949.18	4804.34	5688.38	7793.06	4382.68	6160.88	11662.2	5737.92	5165.88	6341.21	5213.8	5226.05	8899.14	4932.9	4484.32	4275.52	5013.89	8875.17	4992.08	4414.82	7023.92
Q8IVW6	Q8IVW6	ARI3B_HUMAN	ARID3B	AT-rich interactive domain-containing protein 3B	2300.99	2773.39	3270.86	1708.7	3372.71	3303.38	3231.78	3554.97	2871.44	3504.68	3145.1	3706.22	4848.96	3642.48	3310.73	4753.15	4702.07	3199	3481.84	2615.84	3184.57			2764.77	2269.96	4771.35	2279.29	3613.21	1942.83	1749.31	4161.93	2648.99	2841.55	2792.16	2891.79	2332.15	3047.48	3144.39	2567.89	2379.63	3606.27	2901.49	2992.47	1713.49	3135.41	2079.53	2108.41	2213.89	3148.51	3777.5
Q8IW19	Q8IW19	APLF_HUMAN	APLF	Aprataxin and PNK-like factor	5522.64		4413.41	3530.39	8788.43	5054.98	3980.26	6160.65	5559.78	6762.35		4626.73	6326.2	8734.21		2689.15	5280.35		1841.09	7043.48			7998.93		6152.39	6868.85	7191.33	7845.44	6740.57	7184.45	5663.73	5628.42	6096.48		6434.71	5046.36	7904.89	5119.85	6465.81	6393.06	5007.56	10857.2	4418.75	6536.99	6917.78	5718.57	6041.12	6960.63	6393.04	5847.79
Q8IW35	Q8IW35	CEP97_HUMAN	CEP97	Centrosomal protein of 97 kDa	2438.56	4749.12	3237.37	2633	1545.41	2690.79	2500.06	2955.34	4504.87	3196.96	2840.58	2254.61	2519.61	2904.83	3260.36	3177.53	4317.13	3012.77	1928.71		2455.56		2302.29	3349.46	1767.12	2162.93	2376.26	2982.93	2320.17	2117.07	4797.78	5874.11	3290.78	3088.19	3154.34	3548.12	4479.72	3809.42	3238.77	3458.11	2554.26	1932.82	2951.88	2392.19	2757.27	3045.83	2371.58	2389.83	3733.9	3649.55
Q8IW41	Q8IW41	MAPK5_HUMAN	MAPKAPK5	MAP kinase-activated protein kinase 5	7061.51	7124.37	7322.01	10494.7	8538.16	11670.8	8577.18		9379.52	6649.05	8432.01	9626.41	9335.63	8337.72	2659.59	10886.4	8007.82	10041.8	7522.76	6035.51	8235.23	7162.69		10649.1		9982.78	12112.8	10095.2	8642.25		11107.5			9611.72	9695.68	8131.69	10086.1	9674.42	9949.07	11890.5	9919.74	12559.2	11808.6	13814.2	11137.8			11744.4	10219.1	10160.4
Q8IW45	Q8IW45	NNRD_HUMAN	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	8708.51	7247.77	14836	11110.8	7845.15	8502	12231.2	10206.1	7665.63	11349.8	7460.64	8304.07	9900.74	7764.06	9467.92	10034	6861.76	12448.8	10493.3	7306.61	8863.45	8098.73	5399.1	6162.24	8441.34	8707.67	9870.82	7061.75	9988.67	8526.29	8836.45	6681.7	6991.98	8016.41	7778.36	6526.49	6058.77	9274.31	9060.53	8356.52	7541.71	8056.29	8892.11	11049.8	7661.27	9432.61	9998.25	9156.66	11289.9	10507.3
Q8IWA0	Q8IWA0	WDR75_HUMAN	WDR75	WD repeat-containing protein 75	6729.11	6047.71	7493.27	6004.82	7524.75	7245.73	7051.65	7649.92	7125.33	7792.82	6636	6834.41	7462.18	9982.02	7205.53	6392.18	8931.28	8125.09	7328.03	6968.47	6969.79	6957.84	5051.47	7564.25	5965.77	8424.17	5594.18	7507.79	4710.77	5159.17	6502.27	7151.56	7399.27	5995.04	7391.04	7740.2	6224.04	6383.33	7575.1	4861.92	8506.19	7114.12	6422.65	7323.97	6230.31	6805.68	7155.38	6354	6115.72	6329.8
Q8IWA4	Q8IWA4	MFN1_HUMAN	MFN1	Mitofusin-1	2641.21	1971.74	4251.73	3369.22	2577.19	2984.13	2562.61	4635.14	3348.41	3372.31	2943.29	3875.98	3006.38	3121.97	4750.59	3371.26	3336.69	3408.08	3073.62	3667.46	2455.2	2249.02	4352.53	1747.18	3990.62	4174.55	4476.14	3402.25	3854.86	2182.65	2102.43	2782.24	3906.17	2751.27	2706.2	4392.77	2182.75	3142.08	4671.08	3265.27	3065.71	2524.99	2697.06	4312.53	2817.93	4502.67	5814.23	3925.51	3482.21	5201.34
Q8IWA5	Q8IWA5	CTL2_HUMAN	SLC44A2	Choline transporter-like protein 2	2669.81	3041.91	1580.75	2583.28	1067.19	1911.96	1967.12	2260.21	2278.88	2086.77	2938.15	1950.24	1925.54	2030.11	2834.46	2426.69	4592.08	2619.98	1651.87	3131.55		1289.03	2367.73	735.854	2211.84		2506.99	1781.06	2529.93	1582.88	2145.22	1440.44	1646.72	2808.46	3472.13		2649.47	1763.64	2729.51	2663.96	3529.62	3225.6	2358.31	2758.43	1702.7	1886.27	1675.15	2210.8	1169.04	1481.14
Q8IWB1	Q8IWB1	IPRI_HUMAN	ITPRIP	Inositol 1,4,5-trisphosphate receptor-interacting protein	5834.37	6492.98	6715.63	7899.78	7403.19	9182.65	9131.67	5324.55	8622.37	5153.03	8978.16	6383.28	5961.45	3403.98	14289.3	6803.64	8469.49	5769.51	3049.33	6984.19	4336.06	4749.12	8840.06	4026.84	7288.62	6264.15	14269	5187.95	10485.3	8596.55	4725.74	7262.59	8463.51	7303.35	10972.2	5018.22	7509.31	7591.8	6972.92	6930	4488.22	6390.86	4668.32	8077.37	7695.28	6775.19	8784.41	9426.92	9044.49	4019.93
Q8IWB7	Q8IWB7	WDFY1_HUMAN	WDFY1	WD repeat and FYVE domain-containing protein 1	35970.7	23862.5	41185.5	29324.6	25481	37043.2	30610.8	37507.6	27953.3	25813.8	31118	36145.6	36848.4	27077.4	45164.1	26952.1	27045.5	41080.3	31069.6	36165.2	35375.8	47728.2	20804.4	31223.7	28457.5	40668.6	34685.8	36093.2	34771	26856.1	33678.7	36357.7	25685.8	32053.2	32080.2	19672.4	21507	37239.1	29447.5	27412.3	29653.5	25026.9	41386.4	32399.1	39285	38622.4	27703.5	36593.9	35731.7	29599.7
Q8IWC1	Q8IWC1	MA7D3_HUMAN	MAP7D3	MAP7 domain-containing protein 3	1985.38	1298.86	1431.42	912.201	1575.47	1680.47	1017.03	1581.72	1010.27	1365.16		1662.48	1565.86	1470.33	1519.07		1470.58	2016.26	1885.62	1556.41	1612.57	1847.67	1820.59	1630.05	982.448	1072.04	968.169	989.884	784.648		1811.12	1393.23		1196.12	1495.65	723.821		2038.61	1090.94		1824.37	1541.74	1613.51	1513.52	1542.66	782.795	1571.01	969.775	1021.46	2064.02
Q8IWD4	Q8IWD4	CC117_HUMAN	CCDC117	Coiled-coil domain-containing protein 117	3832.18	4187.61	3476.59	4400.81	3086.01	2536.74	1370.13	2626.06	2220.61	2469.96	2801.58	4856.1	4988.4	6557.48	3413.01	3451.59	2105.34	2516.82	4464.05	1614.35	2833.43	2665.58	2669.54	4245.51	3108.27	2007.15	1612.85	3902.4	2504.38		2105.71	2888.66	2811.38	2220.21	2070.8	5116.63	1898.96	2096.82	1937.31	3766.65	4563.18	3273.54	3489.66	1659.63	3947.24	1385.12	2156.15	1626.7	1479.34	16492.3
Q8IWE5	Q8IWE5	PKHM2_HUMAN	PLEKHM2	Pleckstrin homology domain-containing family M member 2	1526.03	2043.44	1762.14	2384.76	1903.73	2288.25	1613.37	1742.41	1761.4	1573.68	2132.07	1365.07	1675.28	1093.07	1521.74	1752.47	1887.77	2608.95	1787.66	3222.78	2042.13	2297.08	2528.63	1818.79	1625.48	2459.68	2333.4	2424.13	2037.29	1048.53	1705	1873.3	1584.92	2093.4	1677.57	1452.25	1744.33	2145.73	1652.12	2012.01	2330.19	1551.22	2191.75	2292.52	1763.44	1796.18	1882.28	2027.14	2054.22	1781.4
Q8IWF9	Q8IWF9	CCD83_HUMAN	CCDC83	Coiled-coil domain-containing protein 83												7827.58	1649.06		7107.52	7443.14		7628.36															6813.45					4923.99												
Q8IWI9	Q8IWI9	MGAP_HUMAN	MGA	MAX gene-associated protein	2045.26	1661.54	2746.8	2516.16	2333.52	2870.02	2403.54	2652.66	2676.39	1905.14	2657.91	2920.84	2867.98	3271.1	4076.01	3015.15	3301.22	3066.78	2889.04	3100.69	3258.52	2667.1	2871.75	3365.12	1551.71	2316.34	2809.51	3104.47	2404.72	2149.44	2134.23	3300.47	2598.85	2123.73	2541.37	3144.67	2058.5	2150.59	2472.04	2376.35	2650.04	1840.58	2485.99	2322.07	2874.48	2583.47	2537.62	2425.4	2499.02	2328.18
Q8IWJ2	Q8IWJ2	GCC2_HUMAN	GCC2	GRIP and coiled-coil domain-containing protein 2	2503.97	3066.29	2756.34	2586.58	3109.82	3050.96	2698.3	3554.38	2970.22	2955.31	3241.2	2720.25	3282.37	3845.15	3892.31	2837.09	2845.01	3348.76	2187.38	3981.02	3133.2	4285.22	2665.04	3261.09	2761.86	2531.1	2785.98	3132.94	2755.79	2467.39	2859.62	3238.29	3076.11	2896.61	2654.9	2279.95	2429.58	2384.4	2678.06	2937.13	2496.2	3037.04	3686.29	2929.85	2635.45	2598.64	3119.19	2883.49	3483.79	2465.55
Q8IWL3	Q8IWL3	HSC20_HUMAN	HSCB	Iron-sulfur cluster co-chaperone protein HscB	12827.6	8707.79	13308.1	11761.6	9818.26	9553.44	11951.9	10783.3	16119.9	6969.4	14742.5	10973.8	10393	13138.4	11361.5	9060.04	10171.5	9407.57	10231.9	8237.42	7977	8526.76	10779.8	6588.42	12721	10750.9	12439.9	11339.1	11614	12881.6	8490.81	12609.2	12648.3	10495.6	11628.5	26921.1	11837.4	12376.9	13289.3	11730.6	12073.7	21520.3	14374.1	12399.5	9934.48	11014.8	12092.1	11958.2	11079.8	8923.65
Q8IWP9	Q8IWP9	CC28A_HUMAN	CCDC28A	Coiled-coil domain-containing protein 28A	459.507	1602.48	566.297	845.847		1424.51	906.385	1069.75		922.099	780.44	1040.29	722.024	885.605	1588.31		1083.88		525.577	962.945			1628.44		893.56	439.888	1251.16		783.965		958.401	674.382	834.887	723.438	1081.39		655.94	972.649	1053.2	1044.05	876.408	919.934	821.497	845.221	1370.77	1165.02	1081.56	833.611	1165.68	1096.56
Q8IWR0	Q8IWR0	Z3H7A_HUMAN	ZC3H7A	Zinc finger CCCH domain-containing protein 7A	3111.63	4530.85	4314.27	4642.46	5608.49	4914.87	4101.66	4157.15	3644.26	4151.73	4177.1	3717.77	4709.61	4093.18	3145.98	5073.79	4234.4	4886.29	4492.76	4087.62	4336.12	6268.76	5679.08	4312.79	3216.16	4968.85	3793.5	4071.09	3897.51	4725.23	3841.54	3834.06	3776.97	3674.85	3659.9	4550.59	3699.06	3382.27	4013.11	3784.69	4228.45	4154.12	3687.39	3016.23	4129.57	3358.06	3561.5	3622.56	4217.51	3536.41
Q8IWR1	Q8IWR1	TRI59_HUMAN	TRIM59	Tripartite motif-containing protein 59			876.673	483.873				885.176				275.064	797.965	603.186	444.042				1057.44						507.646	376.522						536.539	867.539	618.177	892.832	734.317		525.577	448.363		816.653			607.934		343.893	574.263		392.155	1139.62
Q8IWS0	Q8IWS0	PHF6_HUMAN	PHF6	PHD finger protein 6	15203.6	15155.8	15499.2	16964.7	15241.7	14705.6	18715.2	17433.8	16308.8	16136.5	15952.7	16371.3	16590.7	15617.2	17939.5	16048.9	16724.6	17437.4	14075	13131.1	14318.8	11446.1	15057.8	13941.2	16168.4	16682.2	16309.9	14816.3	12408.2	11197.7	12895.9	16282.3	14819.2	13731	18151.1	23485.2	17644.4	15078.9	16242.7	12470.9	16938.4	20110.3	15084.4	14138.1	12239.5	11396.2	12293.7	15457.5	12104.5	16649.1
Q8IWT0	Q8IWT0	ARCH_HUMAN	ZBTB8OS	Protein archease	2512.77	1734.23	3300.36	1956.2	4263.93	4164.42	3275.61	2899.57	3760.43	3680.8	2998.57	2215.07	2206.52	2021.35	1897.05	2171.29	3206.59	4420.11	2328.8	2639.6	3119.52	8805.02	3660.1	4434.64	2176.69	3316.53	3525.52	4140.12	3012.93	7001.38	3128.76	4678.01	5572.36	3834.84	2689.97	1884.57	4442.42	3541.88	2984.82	2565.22	3621.52	4451.89	2875.93	4065.16	3287.62	3063.77	3143.46	2736.96	2965.66	6067.83
Q8IWT3	Q8IWT3	CUL9_HUMAN	CUL9	Cullin-9	1575.01	1374.28	1593.17	1372.01	2052.9	1303.92	1832.7	1500.07	2151.7	1304.07	1609.22	1469.97	1329.99	1541.16	1379.09	1761.01	1323.37	1757.63	1088.89		1497.08	2755.74		1099.27	1041.99	1821.41	1522.51	1984.43	1428.79	1516.22	1481.13	1510.12	1475.35	1039.22	1260.25	1025.74	747.906	1363.19	1312.83	1711.73	1366.04	1295.36	1608.56	1786.49	1219.28	1843.02	1160.24	1422.89	1224.1	1441.46
Q8IWT6	Q8IWT6	LRC8A_HUMAN	LRRC8A	Volume-regulated anion channel subunit LRRC8A	719.012		601.268	750.532	1025.13	1216.16	1365.62	548.33	787.028	1419.73	1401.34	859.995	1142.01	753.893	900.439	1263.8	932.525	792.165	763.23	910.111	969.056	1016.55		914.329	614.138	755.945	883.342	1033.64	750.058	1668.76	1015.84	1145.37	1487.3	878.176	955.179	875.839	904.034	679.131	979.511	937.796	883.997	1031.63	801.061	1091.15	959.773	1075.97	701.21	909.585	1011.78	975.734
Q8IWU2	Q8IWU2	LMTK2_HUMAN	LMTK2	Serine/threonine-protein kinase LMTK2	1256.17	1261.29	1118.94	999.859	2126.1	862.375	898.112	1352.55		926.925	1598.82	915.995		1007.61		1555.02	910.613	1274.33	1515.58		753.608		876.517	760.488	651.328	1364.74	974.856	1121.71	717.839		581.11	642.737	667.123	705.814	847.858		400.099	730.733	693.919		1017.61		1044.15		1272.2	1010.68	725.114	791.833	1259.89	755.183
Q8IWV1	Q8IWV1	LAX1_HUMAN	LAX1	Lymphocyte transmembrane adapter 1	3933.04	2715.14	2008.42	2553.24	3743.02	3943.89	1625.01	4186.08	1149.56	2165.95	3131.04	2856.65	2993.64	5034.8	2544.35	3694.4	3046.75	1973.81	4234.02	3341.82	3601.65	4807.93	1775.76	5159.37	3758.42	3044.98	4545.74	7019.92	3478.47	2080.21	951.925	2619.26	4095.2	1887.2	1659.99	3367.46	2849.19	2926.26	4057.7	3324.73	5590.77	3198.21	3578.52	2905.01	4225.26	2987.15	3159.7	3435.31	2969.14	3965.03
Q8IWV7	Q8IWV7	UBR1_HUMAN	UBR1	E3 ubiquitin-protein ligase UBR1	4402.98	6617.77	5526.03	7173.3	6222.56	7048.17	6653.6	6320.84	7840.17	5342.67	6622.94	7449.43	6193.03	4390.46	5315.04	7822.55	6734.62	6546.52	4109.1	8279.37	5862.28	6620.46	6866.39	5353.84	6353.17	5691.16	7362.88	6325	8543	6264.79	6529.15	4900.43	5688.31	8045.76	6842.29	4048.32	6448.28	7040.8	8024.14	8531.38	6672.18	6736.13	8025.44	7387.49	7071.81	6674.58	6430.27	8835.29	7193.99	6450.54
Q8IWV8	Q8IWV8	UBR2_HUMAN	UBR2	E3 ubiquitin-protein ligase UBR2	4344.97	5061.2	4401.69	5179.55	4310.3	5011.48	4817.43	4342.96	5041.27	4299.94	4414.91	4535.94	5192.54	4384.11	5205.46	5190.58	5169.44	5017.21	5080.88	4074.91	4879.14	3428.95	4659.6	4699.51	4755.42	5593.31	4884.03	4568.05	4910.08	3894.93	5653.85	3779.03	4800.46	4897.23	4782.78	2973.1	4090.93	5030.43	5196.84	4811.69	4151.27	4695.27	4877.28	5510.4	4375.98	5312.55	4652.53	4823.41	5689.35	3953.31
Q8IWW6	Q8IWW6	RHG12_HUMAN	ARHGAP12	Rho GTPase-activating protein 12	2713.67	1421.86	2157.62	1885.56	1629.55	1375.96	1958.61	2266.33	1908.47	1714.55	1343.53	2388.19	2441.9	1792.36	1861.59	1894.92	2225.46	2049.64	1533.4	1824.48	1963.2	2001.42	1787.04	1254.13	1852.21	2145.27	1657.93	1476.18	1519.36	1598.61	2120.01	1463.42	2252.67	1994.39	1679.84	1458.84	1426.98	2002.15	1859.17	1730.25	1474.71	1891.34	2217.33	1554.22	1528.8	1946.67	1686.09	1816.41	1619.89	1726.63
Q8IWX8	Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	28738.8	27302.2	38732.6	24427.6	21966.2	27001.5	35405.6	30611	21018.7	37940.3	23412.9	27004	27673.5	24646.4	26030.5	27094.9	25154.8	27809.5	23786	18131.1	26539.2	13430	14116.9	15473.3	24880.8	32213.7	22079.7	22779	27654.8	25572.5	34598.1	34809.9	33079.1	25155.7	28105.7	32646	23604.8	27775.2	25097.8	20680.4	26985.6	23207.4	26163.5	23653.2	22633.2	35341.1	27077.5	28972.9	27679.8	31113.8
Q8IWY9	Q8IWY9	CDAN1_HUMAN	CDAN1	Codanin-1	4123.06	2451.69	2715.69	2189.66	2829.15	2614.88	2153.89	3337.04	1067.94	2015.12	2137.18	2852.03	2448.87	3447.03	2738.62	1998.03	1942.6	2669.73	2200.59	1752.78	2887.81	3191.31	3558.5	2291.64	2086.97	2382.94	2164.86	2590.44	2212.68	1714.03	3156.32	1999.5	2366.52	3464.21	2418.7		1884.73	2632.83	2383.38	2335.7	2801.34	1871.26	2286.12	2272.58	2438.38	1974.51	2765.14	2060.94	2042.68	2963.53
Q8IWZ3	Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	6170.97	7280.09	7080.56	6544.07	6121.21	7842.31	6004.59	8115.1	6595.27	5931.6	6582.37	6953.73	6608.05	6514.38	7747.44	8185.49	5935.24	8033.14	6422.27	7653.28	6989.27	5162.85	7278.04	7071.48	6407.32	5253.92	6877.19	5865.97	6287.12	5736.71	6093.39	6110	5360.46	6826.58	7068.87	5180.31	6308.83	6518.46	7124.21	6966.15	5776.74	5313.36	7003.29	6608.56	5920.58	6932.18	6880.92	6713.54	7303.62	6395.8
Q8IWZ8	Q8IWZ8	SUGP1_HUMAN	SUGP1	SURP and G-patch domain-containing protein 1	13511.3	10097.4	8045.32	9214.54	8400.66	9020.54	6690.03	7925.25	8043.84	6808.57	8764.96	9295.49	8092.68	15494.6	9495.48	9489.97	8760.76	8641.79	12894.1	7981.42	9831.32	10156.9	8721.32	8940.03	7142.56	9271.79	8175.7	7263.76	7635.49	6961.57	7620.59	9021.22	7228.56	7234.41	9152.05	9299.81	9339.83	8304.72	8578.91	6776.09	7845.1	7606.23	9004.71	7105.78	8011.77	7824.18	7130.84	7297.34	8140.61	6714.62
Q8IX01	Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2	8582.66	7924.71	4876.67	7200.44	5514.2	6275.97	4803.4	7476.97	6542.65	5397.27	9297.37	6277.32	6061.22	10083.3	9141.55	5716.95	9035.59	5346.64	6866.14	5620.27	5281.63	4754.91	6421.98	5837.41	5803.55	6307.97	6764.26	6868.81	6241.9	6236.07	5529.25	5890.53	6567.5	5370.65	8351.59	6657.77	8554.19	5398.88	6826.66	5560.29	6242.09	5448.34	5528.34	6038.98	5850.44	6386.25	7183.07	6288	5737.86	5416.87
Q8IX04	Q8IX04	UEVLD_HUMAN	UEVLD	Ubiquitin-conjugating enzyme E2 variant 3	4246.78	4632.68	4150.65	5069.21	3707	3797.53	4750.76	4297.59	5877.04	3618.65	3647.75	4390.7	4544.16	4699.86	4853.7	3587.74	5433.64	5347.48	4574.38	7725.91	3861.18	3523.78	12447.6	4446.46	4596.58	4493.59	4568.3	3113.88	5386.03	4403.17	4118.42	4069.77	4635.08	4804.54	3220.76	3176.04	4112	3676.61	5342.17	4315.33	3763.39	4868.19	5863.92	5295.94	3952.07	4226.7	4416.98	4837.04	4948.55	4421.38
Q8IX07	Q8IX07	FOG1_HUMAN	ZFPM1	Zinc finger protein ZFPM1	2875.92	3471.73	3845.87	1989.48	3828.8	4952.49	2912.02	3572.8	1614.52	2185.15	2906.8	3894.29	3200.03	1718.28	3839.89	4324.2	1685.86	3352.62	3564.22	3572.13	3301.99	3568.56	2117.55	2923.62	2841.54	3456.41	2496	2844.5	2200.4	2315.69	2571.65	3968.16	4387.11	2230.95	3959.53	2677.88	2408.73	3202.95	2831.81	1120.67	3535.34	2333.24	3161.97	3005.6	2643.91	2762.74	2804.08	1943.85	1632.59	3629.82
Q8IX12	Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	20412.4	23054.3	22492.9	20922.9	18644.8	22396.4	21876.6	18658.4	19403.2	19825.6	21105.2	20222.5	20643.5	17473.7	21098	20837.6	19415	22024.6	21156	22365.7	21589.3	20011.3	18444.4	20946.3	20276.7	22255.9	17961.4	19945.5	20243.4	14858.5	19629.2	22734.7	19499.1	18950.8	19838.4	24320.6	20694.5	19045.9	22125.5	16567.7	21244.6	18620.8	20304.3	19949.8	21822.3	20870	19718.9	19000.4	20218.4	17034.8
Q8IX15	Q8IX15	HOMEZ_HUMAN	HOMEZ	Homeobox and leucine zipper protein Homez	1661.51		1371.9	1633.42	2453.11	1374.46	2465.15			2051.62	2129.63				3078.19						1165.67	1969.12				1405.8	1376.36	1634.84	1574.78	2045.71	1935.16	2543.89	1939.16	1530.81	1740.21	923.572	1698.17	1450.86	1587.46		1865.62		1595.75			1830.66	1117.95	2005.23	2397.11	1441.87
Q8IX18	Q8IX18	DHX40_HUMAN	DHX40	Probable ATP-dependent RNA helicase DHX40	4319.6	2904.99	2690.74	3106.11	3892.96	3394.99	2867	3946.75	2104.09	3754.88	2737.03	4207.39	2927.03	4174.69	2516.24	4190.99	3269.73	3259.1	3105.92	1778.86	3319.99	3695.8	2667.95	2576.93	2648.01	2941.07	3732.24	1523.6	3273.17	2990.38	3093.29	3826.28	2936.11	2323.05	3365.74	3077.05	2381.73	3201.21	2678.59	3019.51	2648.91	3166.01	3556.63	2777.33	3419.3	4014.57	3292.77	3967.09	2639.14	3032.04
Q8IX19	Q8IX19	MCEM1_HUMAN	MCEMP1	Mast cell-expressed membrane protein 1									1335.71	837.977	1627.82														351.255			1898.97		1789.01				3104.11	2269.41		1295.8			1109.34			1113	1031.88	1506.39			860.908	935.149	
Q8IX21	Q8IX21	SLF2_HUMAN	SLF2	SMC5-SMC6 complex localization factor protein 2	2087.88	970.865	3043.81	1902.4	986.245	1521.89	1773.99	2200.2	1619.37	1436.37	1520.02	1490.87	2648.92	1751.16	1260.33	1830.73	2024.1	2361.21	2937.73	1696.06	1275.72			2282.99	1272.41	1743.8	1191.37	1375.34	1191.59	823.299	1724.57	2127.39	1554.39	875.814	1443.65	2828.57	1424.67	2476.79	2047.44		1541.44	1606.4	1903.52	1548.99	1705.97	1211.5	1325.92	1542.65	1725.88	1953.73
Q8IXB1	Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10	7036.89	4390.7	8433.14	10534.4	9258.33	8261.22	7496.11	8474.63	10143	9824.25	5465.93	8163.08	8090.1	7135.78	4888.66	7971.39	7117.03	6772.26	7436.54	5467.74	5982.22	10671.9	7618.61	7980.11	5708.64	6697.01	13098.8	11951.3	7091.3	7356.49	11050.4	15218.7	6071.14	6469.96	10163.4	8440.52	8777.88	5525.27	7951.34	7855.76	10425.5	6450.66	9947.9	8566.7	8499.98	12470.5	8296.3	6310.97	4931	10439.1
